episode,return,length,mean_return_last_10
236,292.71775726192067,812,287.40584454211603
237,351.39357816304323,927,287.4842280037177
238,352.04927524074316,924,287.8780868153266
239,352.19125201563264,903,288.0652653723356
240,350.50101332555397,928,288.0121177538592
241,349.5024785519955,929,288.2336843794801
242,340.01773149363004,890,321.3958158920218
243,351.8674150720239,874,321.5140021985537
244,351.8998246588232,875,321.5872950639256
245,68.0611431767233,231,316.02014689600895
246,351.1372535321251,887,321.86209652302944
247,350.6187688063903,895,321.7846155873641
248,165.90337674697864,450,303.17002573798766
249,349.68466644998296,897,302.9193671814227
250,350.95572830049815,879,302.96483867891715
251,350.22352743385653,923,303.0369435671032
252,351.07828476374146,863,304.1429988941144
253,350.1488503873395,841,303.97114242564595
254,351.8869819099897,872,303.96985815076255
255,350.24520539739035,894,332.1882643728293
256,350.4264574510405,879,332.1171847647208
257,350.3532673864673,910,332.09063462272854
258,348.16359524610584,916,350.3166564726413
259,349.5811435929696,892,350.3063041869399
260,349.4457893367906,922,350.15531029056916
261,349.23072903456347,918,350.05603045063987
262,350.9420172688038,887,350.0424037011461
263,349.34822171477265,915,349.96234083388936
264,290.17739250686725,745,343.7913818935771
265,349.59140333711537,921,343.7260016875497
266,352.8545305537846,855,343.96880899782406
267,351.6102485451004,896,344.09450711368737
268,351.17237972555245,879,344.39538556163205
269,352.7802745596336,868,344.7152986582984
270,350.7772349482996,889,344.84844321944934
271,351.25502537966713,877,345.05087285395973
272,352.80781211689674,867,345.237452338769
273,350.24448821355855,911,345.3270789886476
274,351.0298141590457,884,351.41232115386543
275,351.89826105684125,867,351.643006925838
276,351.0842127408137,879,351.46597514454095
277,349.0124550215321,939,351.2061957921841
278,351.37456275626545,878,351.22641409525534
279,350.82872611298933,917,351.03125925059095
280,352.0843970536266,888,351.1619754611237
281,354.2621307051774,859,351.46268599367465
282,351.0569836913214,922,351.2876031511172
283,354.99464192911995,853,351.7626185226733
284,353.0477524243495,864,351.96441234920366
285,353.03937678795097,878,352.0785239223147
286,352.98895980204463,896,352.26899862843777
287,354.3734667362986,865,352.8050997999144
288,354.3013396212143,863,353.09777748640926
289,354.47309984526623,837,353.46221485963696
290,352.7026159600914,897,353.52403675028347
291,353.5042105953022,875,353.44824473929594
292,353.82625458186726,854,353.72517182835054
293,353.8379223865485,848,353.60949987409333
294,353.6795756718974,871,353.6726821988482
295,353.93289146614256,847,353.7620336666673
296,351.8279358649955,879,353.64593127296246
297,353.7141268729501,861,353.5799972866276
298,354.3878710618619,833,353.58865043069227
299,352.971926118121,865,353.43853305797774
300,351.53827890444745,874,353.3220993524134
301,354.1506534647703,852,353.38674363936013
302,353.5972422045017,857,353.36384240162363
303,353.8316463279707,843,353.3632147957659
304,353.7942812522337,856,353.37468535379946
305,355.8118828738193,830,353.5625844945672
306,354.22742277597064,820,353.8025331856647
307,353.6950773958628,844,353.800628237956
308,353.3577564733742,864,353.69761677910714
309,355.0412550091887,818,353.904549668214
310,355.181763384489,840,354.2688981162181
311,354.0452904221537,861,354.25836181195643
312,357.2311693216513,807,354.6217545236714
313,201.5877129847743,529,339.3973611893518
314,355.72455211753936,818,339.5903882758824
315,354.54170543691015,844,339.4633705321914
316,184.5373784382594,467,322.4943660984203
317,351.1640230396066,879,322.2412606627947
318,353.83781318648835,844,322.28926633410606
319,355.0720704159672,851,322.29234787478396
320,354.57041909941955,838,322.23121344627697
321,154.05595943352438,398,302.2322803474141
322,11.187954905413797,100,267.6279589057903
323,353.66805809933845,865,282.8359934172467
324,353.53590651427044,835,282.61712885691986
325,354.9111902835054,822,282.6540773415793
326,353.73833123974754,845,299.5741726217281
327,355.5562294799098,814,300.01339326575845
328,355.7056788445997,812,300.20017983156964
329,353.7824685438623,842,300.07121964435913
330,354.5805723021055,837,300.0722349646277
331,353.9878727127637,847,320.06542629255165
332,353.75532251149986,832,354.3221630531603
333,356.1089743454993,815,354.5662546777764
334,354.86125601974334,831,354.69878962832365
335,355.76859799224667,832,354.78453039919776
336,352.0994816585045,877,354.62064544107346
337,354.514239701149,836,354.5164464631974
338,355.1288033095041,828,354.45875890968784
339,355.8254024530063,816,354.66305230060226
340,355.31481405160355,836,354.736476475552
341,354.67274362224606,848,354.80496356650025
342,353.9169092890019,844,354.82112224425043
343,356.37751356024427,813,354.84797616572496
344,356.3857673012883,815,355.0004272938795
345,315.7508600001062,796,350.9986534946654
346,353.5096401480341,852,351.1396693436184
347,355.1442151631573,827,351.20266688981917
348,354.2961646767459,879,351.11940302654335
349,352.4118134887844,856,350.7780441301212
350,352.88251505709223,845,350.5348142306701
351,352.8713914592284,869,350.35467901436834
352,356.5907107064379,789,350.62205915611196
353,353.8910865837344,867,350.3734164584609
354,355.93299868504283,832,350.3281395968364
355,352.28747083684453,856,353.9818006805102
356,353.16910624645567,859,353.94774729035237
357,355.5200192430513,845,353.98532769834173
358,355.98563840336715,832,354.15427507100384
359,356.3035464716616,819,354.54344836929164
360,355.16383360295754,817,354.7715802238781
361,356.6079556966345,809,355.1452366476188
362,355.5071946218984,843,355.0368850391648
363,352.71779158661684,882,354.919555539453
364,358.00218734504193,796,355.12647440545294
365,356.10988437681493,824,355.50871575944996
366,355.51244374211444,815,355.74304950901586
367,354.8538346691115,829,355.67643105162193
368,356.6965837296368,809,355.7475255842489
369,356.6721746445146,807,355.7843884015341
370,357.4232091044619,799,356.0103259516846
371,355.12382711765684,836,355.8619130937868
372,356.55086025110774,809,355.9662796567077
373,355.91574641297416,833,356.2860751393435
374,356.7087887535032,807,356.15673528018954
375,357.64204410168105,802,356.3099512526762
376,355.045574278504,836,356.26326430631514
377,356.7865345973581,788,356.45653429913983
378,357.21001098762133,813,356.50787702493835
379,355.38054082885367,831,356.3787136433722
380,358.9112097680703,791,356.52751370973306
381,355.2477434097353,812,356.5399053389409
382,356.5642411743545,806,356.54124343126557
383,357.21014407586426,800,356.67068319755464
384,33.50367644623678,167,324.35017196682793
385,358.238438628878,796,324.4098114195476
386,357.57844979662366,818,324.6630989713596
387,209.0987402672757,563,309.8943195383514
388,356.0315414726694,825,309.77647258685613
389,357.8204852590973,788,310.0204670298805
390,358.2584087920691,790,309.9551869322804
391,357.39640789096677,809,310.17005338040354
392,357.1371468576789,802,310.22734394873595
393,357.0013056434598,804,310.2064601054955
394,328.06891544851146,753,339.66298400572305
395,355.0436016550891,830,339.3435003083441
396,356.5697887922963,796,339.2426342079114
397,356.8602495877667,815,354.0187851399604
398,357.6803835725901,806,354.18366934995254
399,357.0589147878366,808,354.1075123028265
400,357.5157382696254,787,354.0332452505821
401,356.97343193631116,821,353.9909476551165
402,356.92964269985555,814,353.9701972393342
403,213.20083724105277,512,339.59015039909343
404,355.3463379014668,821,342.3178926443891
405,356.9583493871432,813,342.5093674175945
406,61.21447823197116,200,312.9738363615619
407,357.2729972816096,827,313.0151111309462
408,351.4103909705559,793,312.3881118707428
409,355.65975393527344,832,312.2481957854865
410,193.53588389820018,479,295.8502103483439
411,357.7612876174207,801,295.92899591645494
412,355.1851524774385,835,295.7545468942132
413,355.4654483530018,802,309.9810080054081
414,354.5214400375259,839,309.898518219014
415,355.7263494451308,801,309.77531822481285
416,357.7301061351929,799,339.42688101513494
417,357.36307286161036,814,339.435888573135
418,357.9747526723618,770,340.09232474331566
419,357.9129716683509,787,340.3176465166234
420,356.1655189220523,810,356.5806100190086
421,63.448130770233135,196,327.14929433428983
422,355.9406678302282,814,327.2248458695688
423,356.6194293484876,800,327.34024396911747
424,356.96834516883143,808,327.58493448224795
425,357.0489100951352,813,327.7171905472484
426,356.9133062256524,805,327.6355105562943
427,357.09962780956715,815,327.60916605109
428,355.99345128544616,819,327.41103591239846
429,355.72833294448543,821,327.1925720400119
430,356.5904493026665,819,327.2350650780733
431,357.6727861458718,801,356.65753061563714
432,357.8766250469394,803,356.8511263373083
433,355.52185342929715,813,356.7413687453893
434,355.87325194400574,833,356.6318594229067
435,357.1893120616031,809,356.64589961955346
436,356.4578397490878,796,356.600352971897
437,359.0092268933819,778,356.7913128802785
438,180.61892249423204,434,339.25386000115714
439,356.0701304278671,815,339.2880397494952
440,356.7218893288391,825,339.30118375211254
441,254.1968740202679,595,328.9535925395521
442,357.3183642969731,780,328.8977664645555
443,356.2677006192708,793,328.97235118355286
444,356.3423451168659,816,329.01926050083887
445,357.7501237104798,804,329.07534166572657
446,358.79637449632077,788,329.3091951404498
447,355.16134922883,832,328.92440737399465
448,358.34525445087826,801,346.6970405696593
449,357.5905222212306,783,346.8490797489956
450,356.14965768179576,819,346.7918565842913
451,356.3301123713691,822,357.0051804194014
452,325.96787547530437,765,353.8701315372345
453,359.0350378245053,775,354.14686525775795
454,358.61424330226356,797,354.37405507629774
455,150.35306798409903,401,333.63434950365973
456,356.2318779671097,805,333.3778998507386
457,357.2284485509482,807,333.58460978295034
458,357.71560202025427,789,333.521644539888
459,357.70505720068155,776,333.5330980378331
460,331.95700635175626,763,331.11383290482917
461,357.159591859316,792,331.19678085362386
462,356.0316938733846,808,334.20316269343186
463,358.0738315573308,797,334.10704206671437
464,356.84449994944526,803,333.9300677314326
465,358.33596734824175,793,354.72835766784686
466,356.0033545505354,816,354.7055053261894
467,355.92578931088656,819,354.57523940218323
468,359.19431124591125,789,354.723110324749
469,358.7242980516234,787,354.82503440984317
470,355.6263989413358,825,357.1919736688011
471,357.03081259971276,794,357.1790957428408
472,356.3355444242344,798,357.2094807979257
473,358.02786496690226,786,357.2048841388829
474,356.2666879455498,795,357.1471029384933
475,356.18978680618113,796,356.93248488428725
476,356.96480401542175,780,357.0286298307759
477,357.36086483952766,781,357.17213738364
478,355.9708915631429,800,356.84979541536313
479,355.5116696848322,816,356.52853257868406
480,357.432259809129,779,356.7091186654634
481,356.49975560320684,803,356.65601296581275
482,356.45125482417825,795,356.66758400580716
483,137.81202423318172,354,334.6459999324351
484,355.9285021347688,800,334.612181351357
485,355.932251411861,821,334.58642781192503
486,357.2267961817162,778,334.61262702855447
487,357.4202762544747,780,334.6185681700491
488,11.808496664644341,115,300.20232868019923
489,356.83914601568154,788,300.3350763132842
490,356.35541411043835,796,300.2273917434152
491,356.25196312237546,780,300.202612495332
492,357.58274462567766,815,300.31576147548196
493,356.8624156708081,795,322.22080061924464
494,115.58010048904691,320,298.18596045467245
495,356.09407790479895,801,298.20214310396625
496,357.265957678242,776,298.20605925361883
497,355.2116970780014,802,297.9852013359715
498,355.8592285175644,798,332.39027452126345
499,357.69818370439475,780,332.4761782901348
500,355.80677919793317,812,332.4213147988843
501,358.43036146517636,775,332.63915463316437
502,357.7949321374665,775,332.66037338434325
503,355.57458259146836,787,332.53159007640926
504,355.7928578988081,788,356.5528658173854
505,358.13246647602875,787,356.75670467450834
506,356.9195249354796,793,356.7220614002321
507,108.48617887531404,311,332.04950957996346
508,354.45566226982356,808,331.90915295518937
509,354.13024466453464,825,331.5523590512033
510,353.6436550310955,824,331.3360466345195
511,356.49678709314475,792,331.1426891973164
512,355.5836170203587,803,330.9215576856056
513,357.18935578509394,787,331.0830350049682
514,357.51821241248166,780,331.2555704563355
515,357.63515726912254,784,331.2058395356449
516,356.0508067668262,804,331.1189677187795
517,354.77572955185127,808,355.74792278643326
518,357.4709285406027,795,356.0494494135111
519,356.0317828589234,799,356.23960323295006
520,358.99500799043335,767,356.77473852888386
521,357.0059895846834,791,356.82565877803773
522,356.7488069156158,776,356.9421777675634
523,355.7416388614255,787,356.7974060751966
524,355.3620113122462,816,356.581785965173
525,355.95469179209675,786,356.4137394174704
526,357.080485488169,801,356.5167072896047
527,358.4685662339626,777,356.8859909578158
528,356.6465503577075,796,356.80355313952634
529,356.78411549188786,780,356.8787864028228
530,357.0640935818093,788,356.6856949619604
531,355.9700533255694,797,356.582101336049
532,119.20447990755721,320,332.8276686352431
533,357.6726608115875,788,333.02077083025927
534,357.05245875296595,787,333.18981557433125
535,357.47914620587284,783,333.3422610157089
536,357.7088720388299,811,333.40509967077503
537,356.85629607122206,789,333.24387265450093
538,357.03073556608666,789,333.28229117533886
539,357.74368546118154,769,333.37824817226823
540,356.8509498560636,796,333.3569337996937
541,357.32511505320156,785,333.49243997245685
542,357.1381878398938,773,357.28581076569054
543,357.37461687386667,769,357.2560063719185
544,358.1903170190168,769,357.36979219852356
545,357.4545971489476,801,357.367337292831
546,355.1383952935227,797,357.11028961830027
547,358.23375034393047,808,357.2480350455711
548,359.38278527401144,764,357.4832400163636
549,357.6753119097613,781,357.4764026612216
550,357.4074406586937,788,357.53205174148457
551,359.66810139771064,778,357.76635037593553
552,358.81846941369633,789,357.9343785333158
553,225.17788402457506,554,344.7147052483866
554,356.3236115698367,808,344.5280347034686
555,357.95019786956675,784,344.57759477553054
556,355.7346725221012,837,344.6372224983884
557,148.1000634487952,370,323.62385380887486
558,357.79469216387866,776,323.4650444978616
559,357.1690849377819,813,323.4144218006636
560,357.8486683968721,780,323.4585445744815
561,358.78194282940916,771,323.3699287176513
562,357.01026789190195,790,323.1891085654719
563,357.713794179432,785,336.4426995809576
564,357.95982390047465,789,336.6063208140214
565,282.62722629483176,647,329.07402365654787
566,358.45531893127253,780,329.346088297465
567,358.0314946463758,776,350.339231417223
568,357.20445848126207,787,350.2802080489614
569,357.055219253283,801,350.26882148051146
570,357.6948720357028,803,350.2534418443946
571,356.97596860161747,803,350.07284442161534
572,357.19240936699657,796,350.0910585691248
573,356.65618853824475,800,349.98529800500614
574,311.4383112110487,680,345.33314673606355
575,357.1754462893589,798,352.7879687355163
576,357.8872282465999,782,352.731159667049
577,358.5355894721554,792,352.78156914962693
578,356.212179002931,791,352.6823412017938
579,357.5963628854574,772,352.7364555650113
580,355.91385202346356,811,352.55835356378736
581,357.47757940293275,780,352.6085146439189
582,278.61469882431226,641,344.7507435896504
583,357.0258357108619,786,344.7877083069122
584,269.59263393450743,617,340.6031405792581
585,334.40195765920697,766,338.32579171624286
586,164.5010836692086,393,318.9871772585037
587,357.4788069553454,771,318.88149900682276
588,141.35425157825924,369,297.39570626435557
589,356.15027944708237,787,297.2510979205181
590,354.08701016948305,776,297.06841373512003
591,131.9282662586482,342,274.51348242069156
592,357.33515004423896,798,282.38552754268426
593,357.4108623034962,798,282.42403020194763
594,357.85207562628676,787,291.24997437112563
595,357.8549629949122,772,293.5952749046961
596,359.00072276540675,770,313.0452388143159
597,357.76615627642326,768,313.0739737464237
598,358.6865300571532,780,334.8072015943131
599,357.2945358630914,766,334.92162723591395
600,356.9355407717033,776,335.206480296136
601,289.4782801736947,667,350.9614816876407
602,267.3521961602166,638,341.96318629923843
603,355.98887398794557,794,341.8209874676834
604,356.88859492231506,796,341.7246393972862
605,358.13450791363863,770,341.75259388915885
606,357.130824717296,793,341.5656040843478
607,356.75331897625233,786,341.46432035433065
608,261.8792349381444,590,331.7835908424298
609,359.03011571608477,766,331.95714882772916
610,355.20008042824225,807,331.783602793383
611,357.6673106433222,770,338.60250584034577
612,357.65162084750295,769,347.63244830907445
613,355.33757414910474,786,347.56731832519034
614,356.83162898817625,792,347.5616217317765
615,358.4692674684722,795,347.5950976872598
616,357.6373566685755,779,347.64575088238774
617,357.21311597444827,799,347.69173058220736
618,357.64856584348195,779,357.26866367274107
619,359.0675814235841,770,357.2724102434911
620,357.3576500272494,785,357.48816720339175
621,324.3827138147816,738,354.15970752053767
622,294.98734309871406,663,347.8932797456588
623,356.95461216499353,793,348.0549835472477
624,357.5209990759193,792,348.12392055602203
625,286.44959979302297,642,340.921953788477
626,182.09148425525524,459,323.367366547145
627,357.54030635072326,786,323.4000855847725
628,200.7003802397964,472,307.70526702440395
629,358.1937886042682,777,307.61788774247236
630,167.47409208122275,417,288.62953194786974
631,358.2590144740604,773,292.0171620137976
632,358.5919035149412,777,298.3776180554203
633,357.7032307473381,788,298.4524799136548
634,357.3114166437171,790,298.43152167043456
635,133.45481500608963,336,283.1320431917412
636,356.63068876723156,769,300.58596364293885
637,356.607701580643,812,300.49270316593083
638,356.240710396732,785,316.0467361816244
639,263.3733546871144,618,306.56469278990903
640,357.9402148653679,774,325.61130506832353
641,357.0704103303295,798,325.4924446539505
642,357.3270553978028,793,325.3659598422366
643,356.3907622135495,799,325.2347129888577
644,90.21618695911486,248,298.5251900203975
645,356.9621620060096,787,320.87592472038955
646,356.2470355367664,776,320.837559397343
647,356.308700386607,784,320.8076592779394
648,357.3027125235934,791,320.91385949062555
649,359.69496028220493,765,330.54602005013464
650,183.79189493580844,451,313.1311880571787
651,356.2463647656653,781,313.04878350071226
652,358.1544484396666,785,313.1315228048987
653,357.5735400714685,771,313.24980059069054
654,357.17522968752024,799,339.94570486353103
655,356.7336462025477,793,339.92285328318485
656,357.01783266473564,786,339.9999329959818
657,356.5298290704448,782,340.0220458643656
658,357.3804905802418,770,340.0298236700304
659,132.8744786120532,337,317.3477755030152
660,70.49626311595897,214,306.0182123210303
661,358.2844425807639,782,306.2220201025401
662,69.14962992924262,201,277.32153825149777
663,357.47913539597346,785,277.3120977839483
664,357.89893262336017,784,277.38446807753223
665,358.7008683623199,766,277.5811902935094
666,358.8188874278444,778,277.7612957698203
667,356.5965101570342,809,277.76796387847924
668,357.5015998687927,782,277.7800748073343
669,358.2273054058152,791,300.3153574867105
670,356.1421773064133,814,328.87994890575595
671,358.0098204403532,764,328.85248669171494
672,356.3181452022553,801,357.56933821901623
673,358.497323463422,774,357.6711570257611
674,314.59379622979094,707,353.3406433864041
675,356.001636617138,805,353.0707202118859
676,357.70705797932936,765,352.9595372670344
677,269.9765894425788,621,344.2975451955889
678,359.5340275722451,756,344.50078796593414
679,359.23003890374616,770,344.6010613157272
680,329.7872488582885,727,341.9655684709147
681,304.86845417789766,676,336.6514318446692
