episode,return,length,mean_return_last_10
49,-15.568278052844107,57,-26.301649198695667
50,-6.896918026963249,120,-18.431771225031117
51,-79.89225795166567,1600,-25.38005034487287
52,-14.447140704840422,68,-24.857333541303525
53,-1.2611757153645158,112,-22.654187923157586
54,-13.019244309514761,43,-16.09794414518401
55,-6.979821949033067,102,-15.834099324909038
56,-3.146986920386553,101,-15.41012123154942
57,-6.399780021980405,86,-15.459192335838452
58,-23.44354949798435,111,-17.10551531505771
59,-84.20246866613161,1600,-23.96893437638646
60,-8.23392932023853,60,-24.102635505713987
61,-3.453888255171478,72,-16.45879853606457
62,-29.654461191035807,201,-17.979530584684106
63,-14.24961604271084,64,-19.27837461741874
64,-62.198525719344616,1476,-24.196302758401725
65,-61.654329828277696,1600,-29.663753546326188
66,-5.08628945145756,64,-29.85768379943329
67,-2.529769736342132,76,-29.470682770869463
68,-6.354265326634049,83,-27.761754353734432
69,-4.678374380804598,73,-19.80934492520173
70,-50.18998624046799,1600,-24.004950617224676
71,-4.664283046149649,83,-24.125990096322493
72,-59.091262977337465,1600,-27.06967027495266
73,-2.7782810949720442,122,-25.92253678017878
74,-12.81501295696944,119,-20.984185503941262
75,-2.8432938931509852,66,-15.10308191042859
76,-12.887925940565765,82,-15.88324555933941
77,-2.8056615008972585,59,-15.910834735794925
78,-5.928771376842633,63,-15.868285340815783
79,-2.9242505957372487,69,-15.692872962309048
80,-5.119272701442242,57,-11.185801608406473
81,-1.413563210517168,74,-10.860729624843225
82,-2.3773132171481848,81,-5.189334648824297
83,-13.433874456211925,72,-6.254893984948285
84,-2.8607798032462597,154,-5.2594706695759665
85,-4.961697935825214,116,-5.47131107384339
86,-2.5410464126616716,56,-4.43662312105298
87,-6.205474212998524,111,-4.776604392263107
88,-11.039902874734253,103,-5.287717542052269
89,-1.7404083656147122,59,-5.169333319040016
90,-2.6993060940876603,64,-4.927336658304557
91,0.04756454145535827,67,-4.781223883107304
92,-7.298723673447967,235,-5.273364928737283
93,-1.616705278865993,87,-4.09164801100269
94,-9.833364518359303,196,-4.788906482513994
95,-4.731645628460683,221,-4.7659012517775405
96,-1.9839097913354635,77,-4.71018758964492
97,-1.224325757008046,97,-4.212072744045872
98,-6.430601145606488,61,-3.7511425711330957
99,-5.840576597489417,66,-4.161159394320566
100,-3.191952012712136,152,-4.210423986183014
101,-2.0832527931779623,62,-4.423505719646346
102,-5.232653893530369,63,-4.216898741654586
103,-2.2597002713009715,66,-4.2811982408980835
104,-2.1609033830463886,64,-3.5139521273667924
105,-1.8294896786101162,89,-3.2237365323817357
106,-3.016114130616188,61,-3.326956966309808
107,-4.042999238707125,67,-3.6088243144797163
108,-1.0753667918033898,76,-3.0733008790994063
109,-3.0286628273315728,58,-2.7921095020836217
110,-2.4273232901468873,58,-2.715646629827097
111,-4.542277393862605,69,-2.9615490898955614
112,-3.4595523243770003,57,-2.7842389329802244
113,-1.9760358799248934,67,-2.7558724938426167
114,-4.903919490519911,73,-3.030174104589969
115,-4.478930841665715,68,-3.295118220895529
116,-6.1280181023757905,62,-3.606308618071489
117,-2.5297189950942993,63,-3.4549805937102063
118,-2.309192211832851,67,-3.5783631357131527
119,0.08760045003145933,71,-3.2667368079768493
120,-3.9180319122970104,65,-3.4158076701918616
121,-4.798804507125169,95,-3.441460381518118
122,-3.055662592407316,60,-3.4010714083211497
123,-5.340090414043516,59,-3.737476861733012
124,-3.38030739990063,71,-3.585115652671084
125,-3.536437174421735,153,-3.490866285946686
126,-1.2265023118816316,85,-3.00071470689727
127,-2.5992472786456347,73,-3.0076675352524034
128,-2.0148825417272747,69,-2.978236568241846
129,-3.4102361935656518,59,-3.328020232601557
130,-3.2135926112532616,73,-3.257576302497182
131,-2.4315671152435243,71,-3.0208525633090177
132,-2.7302007796242833,81,-2.9883063820307143
133,-2.47938716923818,81,-2.7022360575501807
134,-1.912279371637851,84,-2.5554332547239027
135,-1.935224717715755,78,-2.395312009053305
136,-1.9522498010919662,77,-2.4678867579743384
137,-2.9391520395874977,74,-2.5018772340685245
138,-2.508106290944852,66,-2.551199608990282
139,-3.504215035587549,146,-2.560597493192472
140,-5.567611234961078,73,-2.7959993555632536
141,-3.6367109925486147,61,-2.9165137432937627
142,-4.741136223077774,70,-3.1176072876391117
143,-4.42437740706373,69,-3.3121063114216667
144,-3.9871308002620935,73,-3.519591454284091
145,-2.310124486684799,85,-3.5570814311809955
146,-4.730501179117709,70,-3.8349065689835697
147,-2.650673195370473,113,-3.8060586845618674
148,-3.633589348057285,84,-3.9186069902731107
149,-1.4626074135303497,103,-3.7144462280673904
150,-1.2578790276311338,107,-3.283473007334396
151,-1.7508995970711112,96,-3.0948918677866457
152,-5.404519124887884,185,-3.161230157967657
153,-4.839451082516462,109,-3.20273752551293
154,-2.8284729328006506,77,-3.086871738766786
155,-0.821161214960739,120,-2.9379754115943797
156,-1.2427993630990386,91,-2.589205229992513
157,-0.8256050110794604,100,-2.4066984115634114
158,-1.1427560045849532,137,-2.157615077216178
159,-2.807826580479741,95,-2.292136993911117
160,-3.2176289563067257,70,-2.4881119867786765
161,-2.9731148295104504,87,-2.6103335100226106
162,-1.6309262530412525,109,-2.232974222837947
163,-2.5958249298855662,107,-2.0086116075748577
164,-2.4077577758580446,101,-1.966540091880597
165,0.04101205198094249,133,-1.880322765186429
166,-2.180050930008292,113,-1.9740479218773543
167,-2.3623227775096893,114,-2.1277196985203775
168,-2.3361999168992043,96,-2.2470640897518024
169,-1.218190197716467,122,-2.088100451475475
170,-1.5370572116225958,83,-1.920043277007062
171,-0.7307506455108523,92,-1.6958068586071022
172,-1.7239525690674782,86,-1.7051094902097248
173,-0.511576289543882,116,-1.4966846261755564
174,-0.5491370777599514,106,-1.310822556365747
175,-1.0071822663303465,107,-1.4156419881968758
176,-2.032691478729248,88,-1.4009060430689715
177,-0.6612566150724888,102,-1.2307994268252513
178,-1.8201476206304505,123,-1.1791941971983761
179,-0.7881489561405033,123,-1.1361900730407797
180,-0.7779392839875072,137,-1.0602782802772708
181,-1.8671841957839206,84,-1.1739216353045776
182,-5.811221297830343,68,-1.582648508180864
183,-0.662911279592663,119,-1.5977820071857423
184,-1.3417040323838592,90,-1.677038702648133
185,-1.7794516533613205,92,-1.7542656413512305
186,-1.294617130421102,104,-1.6804582065204159
187,-1.538251859601587,122,-1.7681577309733256
188,-0.882801556494087,137,-1.6744231245596892
189,-0.97681929403916,117,-1.693290158349555
190,-3.181332149077207,99,-1.933629444858525
191,-3.1810580529272556,68,-2.0650168305728585
192,-1.4312798078171909,133,-1.6270226815715432
193,-1.6433760076761246,115,-1.7250691543798893
194,-1.1105571342632174,117,-1.7019544645678253
195,-0.6830692661460489,111,-1.592316225846298
196,-3.5564809450879693,73,-1.8185026073129849
197,-1.2257590829394758,92,-1.7872533296467736
198,-0.11835408164188266,121,-1.7108085821615533
199,-1.159046239219606,101,-1.7290312766795979
200,-4.3196102464571595,57,-1.842859086417593
201,-1.267037169309333,87,-1.6514569980558007
202,-2.0015688717830926,85,-1.708485904452391
203,-1.8850836164783686,90,-1.7326566653326154
204,-2.0477699991315603,82,-1.8263779518194496
205,-1.730706276372075,89,-1.9311416528420522
206,0.9165302505716681,82,-1.4838405332760884
207,-1.5439577412907965,75,-1.5156603991112205
208,-2.297775076702237,65,-1.733602498617256
209,-1.5879719508811831,70,-1.7764950697834139
210,-2.3908313545398414,65,-1.5836171805916819
211,0.2704090578481555,84,-1.429872557875933
212,-1.39711840916425,67,-1.3694275116140489
213,-2.0079476381652057,67,-1.3817139137827326
214,-0.8853911983314902,80,-1.2654760337027255
215,-1.1405583920422941,76,-1.2064612452697474
216,-1.2364571075886488,71,-1.421759981085779
217,-1.4274986957898363,66,-1.4101140765356832
218,-0.6177759268321097,97,-1.2421141615486704
219,-0.5846828343346715,75,-1.1417852498940193
220,-2.1672051521018147,65,-1.1194226296502165
221,-1.3780711616855115,74,-1.2842706516035833
222,-1.2262147655710578,67,-1.2671802872442641
223,-1.2728056120686233,74,-1.1936660846346059
224,-0.23367202002555132,81,-1.1284941668040118
225,-0.8001064090058208,70,-1.0944489685003647
226,-2.5470837799366564,68,-1.2255116357351654
227,-1.3958492232486606,64,-1.2223466884810477
228,-1.8145630278158933,64,-1.3420253985794262
229,-2.3956563165411353,62,-1.5231227468000725
230,-0.8117193053476512,72,-1.3875741621246562
231,-0.07732972782105207,78,-1.2575000187382102
232,-1.30158796813339,65,-1.2650373389944434
233,-0.9813356618396938,67,-1.2358903439715505
234,-0.2521680328063667,80,-1.237739945249632
235,-0.6984008932486176,70,-1.2275693936739116
236,-1.7985953548923135,63,-1.1527205511694774
237,-0.46492640394717455,77,-1.0596282692393288
238,0.3190052341669798,85,-0.8462714430410415
239,-0.691647747065872,82,-0.6758705860935151
240,-1.6400515669956803,69,-0.7587038122583181
241,-0.45974245574325323,66,-0.7969450850505382
242,-0.25471309723798186,83,-0.6922575979609974
243,-1.016414549201727,77,-0.6957654866972007
244,-0.3600237420760095,91,-0.7065510576241649
245,-0.8316538333892822,75,-0.7198763516382314
246,-0.2048449746798724,86,-0.5605013136169873
247,-0.710575386416167,72,-0.5850662118638865
248,-0.09771000081673265,84,-0.6267377353622579
249,-1.069270751439035,76,-0.6645000357995741
250,-1.3327222620137036,73,-0.6337671053013765
251,-0.8548012529499829,72,-0.6732729850220494
252,-0.8134706214768812,83,-0.7291487374459393
253,-0.2652844584081322,82,-0.6540357283665799
254,-1.357424974674359,66,-0.7537758516264148
255,-1.808815729804337,64,-0.8514920412679203
256,-1.9179808031767607,64,-1.0228056241176091
257,-0.31602131156250834,86,-0.9833502166322432
258,-0.4310804628767073,83,-1.0166872628382406
259,-1.5852412178646773,71,-1.068284309480805
260,-1.2101740804500878,78,-1.0560294913244435
261,-0.03367736772634089,128,-0.9739171028020792
262,-1.089113496709615,73,-1.0014813903253525
263,-0.9095145426690578,67,-1.0659043987514452
264,-0.8252952639013529,77,-1.0126914276741446
265,-1.2787813562899828,71,-0.9596879903227091
266,-0.8196294968947768,79,-0.8498528596945107
267,-0.6486540994374081,81,-0.8831161384820007
268,-0.8546380447223783,76,-0.9254718966665678
269,-0.44511986058205366,82,-0.8114597609383054
270,-0.217235020827502,87,-0.7121658549760468
271,-0.29732440086081624,75,-0.7385305582894943
272,-0.6295035993680358,77,-0.6925695685553365
273,-0.14982714410871267,90,-0.6166008286993019
274,-0.5192660014145076,87,-0.5859979024506174
275,-0.43081348668783903,81,-0.501201115490403
276,-0.6135530648753047,83,-0.48059347228845584
277,-0.21110330941155553,83,-0.43683839328587054
278,-0.2678315688390285,92,-0.3781577456975356
279,-0.32552687358111143,76,-0.36619844699744136
280,1.0955053260549903,117,-0.23492441230919212
281,0.03697504033334553,104,-0.20149446818977595
282,-0.5845870026387274,79,-0.1970028085168451
283,-0.3522361689247191,101,-0.21724371099844575
284,0.8995876726694405,105,-0.07535834359005093
285,-0.4612960305530578,91,-0.07840659797657282
286,-1.9920873698720243,222,-0.21626002847624476
287,-1.2338301033014432,160,-0.3185327078652335
288,-0.8658982682973146,84,-0.37833937781106214
289,-0.9711813163012266,89,-0.4429048220830737
290,0.5254095229320228,126,-0.49991440239537044
291,-0.6466055999044329,87,-0.5682724664191483
292,-0.5751739218831062,99,-0.5673311583435862
293,-34.611160758999176,153,-3.993223617351032
294,-0.8853495172224939,82,-4.171717336340225
295,0.364666891284287,127,-4.0891210441564905
296,-0.8754636971279979,91,-3.977458676882088
297,-1.2960224244743586,90,-3.98367790899938
298,-0.015120269730687141,92,-3.898600109142717
299,-0.37195219402201474,92,-3.8386771969147957
300,-0.0698087066411972,129,-3.8981990198721177
301,0.49650331353768706,92,-3.783888128527906
302,0.8378197010606527,117,-3.64258876623353
303,-0.018994524143636227,98,-0.1833721427479759
304,0.3073746997397393,99,-0.06409972105175257
305,-0.15928317280486226,103,-0.1164947274606675
306,-0.38654355332255363,86,-0.06760271308012307
307,-0.06379995215684175,102,0.05561953415162861
308,0.6968556505162269,101,0.12681712617632002
309,0.05922668823041022,105,0.1699350144015625
310,0.1376661341637373,97,0.19068249848205596
311,0.16720701230224222,96,0.1577528683585115
312,-0.9227257769089192,94,-0.01830167943844572
313,-0.729099185205996,97,-0.0893121455446817
314,-0.19153234409168363,89,-0.139202849927824
315,-1.0800642650574446,83,-0.23128095915308222
316,-0.12109700590372086,118,-0.20473630441119894
317,0.03762679186183959,97,-0.1945936300093308
318,-0.8077714485116303,86,-0.34505633991211654
319,-1.4304650160484016,81,-0.4940255103399977
320,-1.1261550907511264,90,-0.620407632831484
321,-0.12264127284288406,92,-0.6493924613459967
322,-1.1273995889350772,98,-0.6698598425486125
323,-0.10645861411467195,96,-0.6075957854394801
324,-0.6334885217947885,89,-0.6517914032097906
325,-0.622186928987503,85,-0.6060036696027964
326,-0.5387826059013605,90,-0.6477722296025604
327,-0.06763026816770434,94,-0.6582979356055148
328,-1.2287824680097401,106,-0.7003990375553257
329,-0.7955933338962495,86,-0.6369118693401106
330,-0.35470723803155124,88,-0.559767084068153
331,-1.1601901684189215,97,-0.6635219736257568
332,0.6425201874226332,126,-0.48652999598998575
333,-0.11309637129306793,111,-0.48719377170782535
334,-0.34502895968034863,95,-0.45834781549638137
335,-0.3820974788395688,89,-0.4343388704815879
336,0.2781630706740543,121,-0.35264430282404646
337,-1.682559635490179,88,-0.514137239556294
338,-0.4807443281169981,111,-0.4393334255670197
339,-0.6125082646030933,89,-0.4210249186377041
340,0.388923819817137,165,-0.34666181285283526
341,-0.1629012911580503,93,-0.24693292512674817
342,-0.49586586747318506,86,-0.36077153061633
343,-0.35230201482772827,85,-0.384692094969796
344,-1.2162826780695468,97,-0.47181746680871584
345,-2.356817677267827,93,-0.6692894866515416
346,-3.9736807559384033,238,-1.0944738693127873
347,0.2563206219347194,104,-0.9005858435702976
348,0.06474386341869831,105,-0.8460370244167279
349,0.15273104328662157,123,-0.7695130936277564
350,-0.04680122178979218,117,-0.8130855977884494
351,-28.21879733694368,978,-3.6186752023670126
352,-0.2350713659543544,133,-3.5925957522151295
353,0.5434875134378672,107,-3.5030167993885697
354,0.4913818856002763,961,-3.3322503430215873
355,-2.1403345302678645,588,-3.310602028321591
356,-35.67246787901968,233,-6.4804807406297185
357,9.289518293226138,403,-5.577160973500577
358,1.4828507420606911,159,-5.435350285636377
359,5.364055147860199,108,-4.91421787517902
360,6.726994940079749,397,-4.236838258992066
361,32.3198567222571,514,1.8170271469280124
362,2.4386250833049417,162,2.084396791853942
363,6.702804469736293,234,2.7003284874837847
364,2.1248729216167703,348,2.863677591085434
365,6.400480923708528,188,3.7177591364830733
366,6.89785074070096,116,7.974790998455137
367,7.742766417562962,120,7.82011581088882
368,8.429038065485656,135,8.514734543231317
369,7.31541939888848,375,8.709870968334144
370,-27.825397919630632,1169,5.254631682363106
371,-15.676610335242003,565,0.4549849766131956
372,7.194768620654941,186,0.9305993303481955
373,10.768944145180285,126,1.3372132978925948
374,0.34630135633051395,99,1.159356141363969
375,-29.608942998573184,1256,-2.4415862508642023
376,0.8775167539715767,93,-3.0436196495371406
377,6.3239469937980175,106,-3.185501591913635
378,-8.580333952966612,1402,-4.886438793758861
379,-23.136331098387018,67,-7.931613843486412
380,-28.308877811359707,1262,-7.979961832659319
381,10.96443454362452,159,-5.315857344772667
382,10.33799589163391,169,-5.0015346176747695
383,7.805955393239856,118,-5.297833492868813
384,16.594373877276666,263,-3.6730262407741976
385,11.467572631780058,248,0.4346253222611267
386,10.903324829647318,229,1.4372061298287009
387,13.367564352694899,233,2.1415678657183888
388,13.056736460188404,241,4.3052749070338905
389,13.16846193606034,228,7.935754210478626
390,18.86578253703192,237,12.653220245317788
391,14.851015771506354,231,13.041878368105973
392,12.39709597080946,197,13.247788376023527
393,12.067855642875656,219,13.673978400987107
394,6.1743184791412205,249,12.631972861173562
395,15.760899643879384,531,13.061305562383495
396,-46.86121322866529,1536,7.284851756552234
397,9.66981793101877,198,6.915077114384621
398,17.457866901531816,320,7.355190158518963
399,3.475424075819319,179,6.385886372494861
400,-28.890330474707298,1600,1.6102750713209388
401,8.89796111988835,369,1.0149696061591384
402,43.18440874957014,787,4.093700884035206
403,15.87766066333279,250,4.47468138608092
404,-23.990186168812215,235,1.4582309212855762
405,18.744993837783113,755,1.7566403406759492
406,-34.84505224437453,845,2.9582564391050257
407,-19.994494516635314,535,-0.008174805660382844
408,-15.101750775706023,665,-3.2641365733841665
409,8.78803770756349,196,-2.7328752102097496
410,9.446840257849544,204,1.1008418630459347
411,25.87999610044062,295,2.799045361101162
412,27.250690172892064,401,1.205673503433354
413,22.22715409938246,345,1.8406228470383212
414,3.4262995801400393,197,4.582271421933546
415,-48.08038153103553,1600,-2.1002661149483175
416,25.067625374067575,313,3.891001646895893
417,-9.575860382057726,503,4.9328650603536515
418,12.417066188529134,179,7.684746756777168
419,-1.542236563982442,257,6.6517193296225745
420,30.90203965175897,479,8.797239269013517
421,-29.467150941025466,660,3.262524564866908
422,7.852648228639737,1600,1.3227203704416752
423,21.610690338129643,226,1.2610739943163936
424,5.29831027565524,240,1.4482750638679136
425,19.997871473431587,222,8.256100364314625
426,15.035863672092091,1600,7.252924194117076
427,16.97856164048426,415,9.908366396371274
428,39.41134680388495,323,12.607794457906857
429,10.054167636204511,181,13.767434877925552
430,-55.0723241250962,1600,5.169998500240036
431,-5.538330760318786,410,7.5628805183107035
432,-42.504314297577366,1600,2.527184265688993
433,-2.333423170261085,253,0.1327729148499202
434,28.573131897021085,710,2.460255076986505
435,15.579543311847374,258,2.0184222608280833
436,22.76938511338085,314,2.7917744049569593
437,13.891062238602899,663,2.4830244647688233
438,21.81499197985977,406,0.7233889823663049
439,7.724038917105645,291,0.49037611045641827
440,-58.78341387026012,1600,0.1192671359400265
441,-50.806728167808615,1600,-4.407572604808957
442,22.85180465411395,341,2.1280392903601753
443,-18.727388843661174,1600,0.48864272302016615
444,40.43186303973198,299,1.6745158372912556
445,29.070474517531693,525,3.0236089578596874
446,44.66422958485782,400,5.213093405007385
447,24.663970939349383,404,6.290384275082033
448,25.117291622242192,312,6.620614239320275
449,18.633266849443316,161,7.711537032554043
450,15.334127026144415,216,15.123291122194496
451,40.83772450010292,328,24.28773638898565
452,22.54045531246811,187,24.256601454821066
453,-17.126667263917625,472,24.41667361279542
454,8.58743360027438,229,21.23223066884966
455,12.829840345308185,150,19.60816725162731
456,78.44011599733494,1600,22.985755892875023
457,74.38630536850542,512,27.957989335790625
458,21.909999668831006,394,27.637260140449506
459,52.572052157483995,373,31.031138671253576
460,40.50871143862605,194,33.54859711250174
461,139.35076246084645,1139,43.39990090857609
462,-6.778083011740819,467,40.4680470761552
463,-8.544360199011862,140,41.326277782645775
464,57.49498341279104,323,46.21703276389744
465,10.9140407089144,330,46.025452800258066
466,28.044761003926396,208,40.98591730091721
467,25.244710967876017,486,36.07175786085427
468,5.173230818938464,215,34.398080975865014
469,-9.209696109872311,1600,28.219906149129383
470,0.3621856870595366,306,24.205253573972733
471,68.70203039131593,627,17.14038036701968
472,51.427374503575265,341,22.96092611855129
473,-80.93919448601082,1545,15.721442689851392
474,134.97448766464368,857,23.469393115036656
475,32.300934511236846,171,25.6080824952689
476,17.933702684938908,156,24.59697666337015
477,58.58373385225423,330,27.930878951807973
478,51.764994162134826,295,32.59005528612761
479,23.456963965902105,169,35.85672129370505
480,30.437950680032372,275,38.864297793002336
481,12.27346738614142,149,33.221441492484885
482,38.98075278289616,224,31.976779320416973
483,18.140400058589876,150,41.88473877487704
484,4.003430395852774,157,28.78763304799795
485,53.189567940775305,317,30.876496390951797
486,36.156274118460715,239,32.698753534303975
487,105.14322223840281,542,37.35470237291884
488,4.557288229698315,173,32.63393177967519
489,46.1915265689604,329,34.907388039981015
490,-79.4756175475195,1600,23.91603121722583
491,32.247422186657786,237,25.913426697277465
492,4.858202384435572,707,22.501171657431406
493,53.35670580714941,308,26.022802232287358
494,-27.749945690273307,890,22.84746462367475
495,9.018587223254144,164,18.430366551922635
496,63.44405151158571,355,21.159144291235133
497,9.661847893614322,180,11.611006856756285
498,7.7820818109903485,864,11.933486214885487
499,15.966208225116134,151,8.910954380501062
500,46.26801745966077,419,21.48531788121909
501,19.102770905010402,1600,20.17085275305435
502,40.72300630249083,327,23.757333144859878
503,7.287539906799793,113,19.150416554824915
504,-47.664642927004024,1600,17.158946831151844
505,22.456358811818063,226,18.502723990008235
506,65.75396297685802,276,18.733715136535466
507,69.50883075594902,370,24.718413422768936
508,8.79725700803101,183,24.819930942473
509,46.41201000008732,302,27.86451111997012
510,35.81319840904325,194,26.81902921490837
511,27.3711760295555,191,27.64586972736288
512,78.95799404662102,398,31.469368501775897
513,27.27590319979936,178,33.46820483107585
514,60.42229038942605,329,44.276898162718865
515,-9.691121881565778,1600,41.06215009338048
516,111.61723962705582,529,45.64847775840026
517,5.780164654133841,201,39.27561114821874
518,61.297723677475005,328,44.52565781516314
519,72.92363688722253,362,47.17682050387666
520,26.166811298113316,313,46.21218179278367
521,59.82100723776966,261,49.457164913605084
522,54.29049124382436,225,46.990414633325415
523,13.968190134502947,174,45.65964332679577
524,35.8502096098382,271,43.20243524883699
525,4.619166282005608,132,44.63346406519413
526,83.78496025316417,356,41.85023612780496
527,30.822119493735954,257,44.35443161176518
528,93.72825429867953,415,47.59748467388563
529,20.550370101816952,1600,42.36015799534507
530,21.405464878305793,137,41.88402335336432
531,63.60994872171432,258,42.262917501758785
532,55.538160875439644,261,42.38768446492031
533,79.01395938917994,401,48.892261390388015
534,29.50849204324186,168,48.258089633728375
535,31.585758780594915,295,50.95474888358731
536,50.44961285311729,195,47.62121414358262
537,27.963007531128824,228,47.33530294732191
538,20.679910079576075,258,40.030468525411564
539,17.089431015774608,141,39.684374616807325
540,193.17128976015374,769,56.860957104992124
541,2.275536357657984,225,50.72751586858649
542,42.90887701092288,231,49.46458748213481
543,161.2115451451391,710,57.68434605773073
544,90.9933690438047,517,63.832833757787014
545,65.42761106323451,271,67.21701898605097
546,27.915997815318406,206,64.96365748227109
547,44.53750182874501,373,66.6211069120327
548,89.56515927473083,377,73.50963183154818
549,40.87561191455461,235,75.88824992142618
550,6.010422131977975,158,57.1721631586086
551,11.385311578284018,235,58.08314068067121
552,44.108530160970986,280,58.20310599567601
553,153.17336087534204,740,57.39928756869631
554,36.984579123556614,194,51.9984085766715
555,75.83133234176785,297,53.03878070452483
556,89.50153231155127,437,59.19733415414812
557,154.86798423714936,610,70.23038239498855
558,12.2073512498755,187,62.494601592503024
559,92.57812784053385,420,67.66485318510095
560,47.858445374295115,234,71.84965550933266
561,43.38036256167106,271,75.04916060767137
562,42.8798400638625,186,74.92629159796051
563,78.75204553361982,372,67.4841600637883
564,116.26026549795642,605,75.41172870122827
565,23.671397772617638,164,70.19573524431325
566,9.292727156542242,110,62.17485472881235
567,13.395008833380416,134,48.02755718843546
568,22.659341017715633,172,49.072756165219474
569,136.03136276453733,512,53.41807965761982
570,84.1515625877073,1600,57.04739137896104
571,80.09706971701235,370,60.719062094495165
572,31.58163744211197,191,59.58924183232011
573,22.94451016653329,171,54.00848829561146
574,29.766499674879014,192,45.35911171330372
575,79.86015835404396,362,50.97798777144635
576,130.2857043442782,643,63.07728549021995
577,88.41476040892303,382,70.5792606477742
578,6.901047308463603,154,69.003431276849
579,14.818475768901408,142,56.882142577285414
580,70.38125818502158,319,55.50511213701684
581,73.39456945005804,380,54.83486211032141
582,7.303474000189453,160,52.40704576612916
583,110.99315976444632,623,61.21191072592046
584,107.90631679398939,542,69.0258924378315
585,45.78231818135828,377,65.61810842056293
586,42.11632986133918,269,56.80117097226903
587,168.11781368544325,690,64.77147629992105
588,102.01698134560138,405,74.28306970363482
589,23.09282119013369,147,75.11050424575805
590,99.04867301508784,427,77.97724572876469
591,58.12212987523526,424,76.4500017712824
592,59.45529055618681,266,81.66518342688214
593,37.80487840855494,307,74.34635529129301
594,10.625226732343435,138,64.61824628512841
595,128.44691938813776,596,72.88470640580636
596,17.57519193342887,156,70.43059261301532
597,-4.349319482222199,265,53.183879296248776
598,8.327010032488033,218,43.814882164937444
599,48.421056433115155,219,46.34770568923559
600,51.909856751095504,317,41.633824062836354
601,12.035209946334362,142,37.02513206994627
602,9.103347268799553,173,31.98993774120754
603,63.13215628731996,282,34.522665529084044
604,79.39643143536523,383,41.399785999386225
605,46.52715950435959,344,33.207810011008405
606,34.5676908493042,211,34.90705990259594
607,61.28647862188518,278,41.470639713006676
608,61.09216914139688,257,46.74715562389756
609,134.76127004623413,644,55.38117698520946
610,13.716678262222558,148,51.56185913632216
611,40.82415460096672,254,54.4407536017854
612,37.48354909522459,289,57.278773784427905
613,121.9674615636468,446,63.162304312060584
614,6.374968057963997,152,55.860157974320465
615,6.171101352199912,174,51.8245521591045
616,5.58758341614157,213,48.926541415788236
617,268.2986828626599,1303,69.62776183986571
618,8.737738754600286,129,64.39231880118605
619,4.064517506863922,221,51.32264354724903
620,52.80062217684463,283,55.23103793871123
621,5.726891033351421,168,51.721311581949706
622,204.78579841228202,877,68.45153651365544
623,94.91491859639063,644,65.74628221692983
624,50.9008559351787,217,70.1988710046513
625,10.083243196830153,149,70.59008518911432
626,17.614336968399584,132,71.79276054434013
627,17.34676887304522,658,46.69756914537866
628,-0.04258081642910838,231,45.81953718827572
629,28.206611670088023,232,48.233746604598124
630,49.73516883701086,349,47.92720127061475
631,32.81064113788307,202,50.63557628106791
632,24.178574356716126,167,32.57485387551132
633,22.35481926240027,181,25.318843942112288
634,115.71910125669092,516,31.80066847426351
635,-4.522893839515746,348,30.34005477062892
636,18.511917653959244,147,30.429812839184887
